# For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||
# Timespan=2012-2017. Indexes=SCI-EXPANDED| ESCI| A&HCI| SSCI| CPCI-SSH| CPCI-S.|||||||||||||||||||||
#||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|2012|2013|2014|2015|2016|2017
Small-scale and regional spatial dynamics of an annual plant with contrasting sexual systems|Dorken, Marcel E.; Freckleton, Robert P.; Pannell, John R.||||JOURNAL OF ECOLOGY|JUL 2017|2017|105|4|||SI|1044|1057||10.1111/1365-2745.12719|||1|0.5|0|0|0|0|0|1
Improving growth estimates for Western Atlantic bluefin tuna using an integrated modeling approach|Ailloud, Lisa E.; Lauretta, Matthew V.; Hanke, Alex R.; Golet, Walter J.; Allman, Robert J.; Siskey, Matthew R.; Secor, David H.; Hoenig, John M.||||FISHERIES RESEARCH|JUL 2017|2017|191|||||17|24||10.1016/j.fishres.2017.02.013|||0|0|0|0|0|0|0|0
Inferring absolute recruitment and legal size population numbers of southern rock lobster (Jasus edwardsii) in South Australia's Southern Zone fishery using extended forms of depletion modelling|Feenstra, John; Punt, Andre E.; McGarvey, Richard||||FISHERIES RESEARCH|JUL 2017|2017|191|||||164|178||10.1016/j.fishres.2017.02.019|||0|0|0|0|0|0|0|0
When does fishing forage species affect their predators?|Hilborn, Ray; Amoroso, Ricardo O.; Bogazzi, Eugenia; Jensen, Olaf P.; Parma, Ana M.; Szuwalski, Cody; Walters, Carl J.||||FISHERIES RESEARCH|JUL 2017|2017|191|||||211|221||10.1016/j.fishres.2017.01.008|||3|1.5|0|0|0|0|0|3
Mangrove vegetation decreases density but does not affect species richness and trophic structure of intertidal polychaete assemblages|Checon, Helio Herminio; Corte, Guilherme Nascimento; Silva, Camila Fernanda; Schaeffer-Novelli, Yara; Amaral, Antonia Cecilia Z.||||HYDROBIOLOGIA|JUL 2017|2017|795|1||||169|179||10.1007/s10750-017-3128-0|||0|0|0|0|0|0|0|0
Longitudinal survey on the distribution of Biomphalaria sudanica and B. choanomophala in Mwanza region, on the shores of Lake Victoria, Tanzania: implications for schistosomiasis transmission and control|Gouvras, Anouk N.; Allan, Fiona; Kinung'hi, Safari; Rabone, Muriel; Emery, Aidan; Angelo, Teckla; Pennance, Tom; Webster, Bonnie; Nagai, Honest; Rollinson, David||||PARASITES & VECTORS|JUN 28 2017|2017|10|||||||316|10.1186/s13071-017-2252-z|||0|0|0|0|0|0|0|0
Biological markets in cooperative breeders: quantifying outside options|Grinsted, Lena; Field, Jeremy||||PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|JUN 14 2017|2017|284|1856||||||20170904|10.1098/rspb.2017.0904|||0|0|0|0|0|0|0|0
Family aggression in a social lizard|Botterill-James, Thomas; Halliwell, Ben; McKeown, Simon; Sillince, Jacinta; Uller, Tobias; Wapstra, Erik; While, Geoffrey M.||||SCIENTIFIC REPORTS|JUN 14 2017|2017|7|||||||3502|10.1038/s41598-017-03531-0|||0|0|0|0|0|0|0|0
Twigs in the Leaf Litter as Ant Habitats in Different Vegetation Habitats in Southeastern Brazil|de Souza-Campana, Debora Rodrigues; Silva, Rogerio R.; Fernandes, Tae Tanaami; de Morais Silva, Otavio Guilherme; Saad, Luiza Paine; de Castro Morini, Maria Santina||||TROPICAL CONSERVATION SCIENCE|JUN 5 2017|2017|10||||||||10.1177/1940082917710617|||0|0|0|0|0|0|0|0
Two-stage metabolism inferred from diel oxygen dynamics in aquatic ecosystems|Schindler, Daniel E.; Jankowski, Kathijo; A'mar, Z. Teresa; Holtgrieve, Gordon W.||||ECOSPHERE|JUN 2017|2017|8|6||||||e01867|10.1002/ecs2.1867|||0|0|0|0|0|0|0|0
Relative importance of colonist quantity, quality, and arrival frequency to the extinction of two zooplankton species|Sinclair, James S.; Arnott, Shelley E.||||OECOLOGIA|JUN 2017|2017|184|2||||441|452||10.1007/s00442-017-3874-8|||0|0|0|0|0|0|0|0
What drives patrolling behaviour by nasute termites? A model and an empirical assessment|Pequeno, Pedro A. C. L.||||ETHOLOGY|JUN-JUL 2017|2017|123|6-7||||434|441||10.1111/eth.12610|||0|0|0|0|0|0|0|0
Does antiretroviral therapy change partnership dynamics and HIV risk behaviours among HIV-infected adults|McGrath, Nuala; Grapsa, Erofili||||AIDS|JUN 2017|2017|31|10||||1451|1460||10.1097/QAD.0000000000001502|||0|0|0|0|0|0|0|0
The seasonal role of field characteristics on seed-eating bird abundances in agricultural landscapes|Zufiaurre, Emmanuel; Codesido, Mariano; Abba, Agustin M.; Bilenca, David||||CURRENT ZOOLOGY|JUN 2017|2017|63|3||||279|286||10.1093/cz/zow055|||0|0|0|0|0|0|0|0
Validation of ecological state space models using the Laplace approximation|Thygesen, Uffe Hogsbro; Albertsen, Christoffer Moesgaard; Berg, Casper Willestofte; Kristensen, Kasper; Nielsen, Anders||||ENVIRONMENTAL AND ECOLOGICAL STATISTICS|JUN 2017|2017|24|2||||317|339||10.1007/s10651-017-0372-4|||1|0.5|0|0|0|0|0|1
Fire, food and sexual deception in the neighbourhood of some Australian orchids|Brown, Julian; York, Alan||||AUSTRAL ECOLOGY|JUN 2017|2017|42|4||||468|478||10.1111/aec.12464|||1|0.5|0|0|0|0|0|1
Sex ratio variation in an exploited population of common octopus: ontogenic shifts and spatio-temporal dynamics|Alonso-Fernandez, Alexandre; Otero, Jaime; Banon, Rafael; Campelos, Jose Manuel; Santos, Juan; Mucientes, Gonzalo||||HYDROBIOLOGIA|JUN 2017|2017|794|1||||1|16||10.1007/s10750-016-3065-3|||0|0|0|0|0|0|0|0
Effects of dung-pad conditions and density on coprophagous beetle assemblages in a Mediterranean rangeland|Treitler, Julia T.; Buse, Joern; Carpaneto, Giuseppe M.; Zerbe, Stefan; Mantilla-Contreras, Jasmin||||BIODIVERSITY AND CONSERVATION|JUN 2017|2017|26|6||||1431|1444||10.1007/s10531-017-1308-x|||0|0|0|0|0|0|0|0
Global model fitting to compare survival curves for faecal indicator bacteria and ruminant-associated genetic markers|Brooks, L. E.; Field, K. G.||||JOURNAL OF APPLIED MICROBIOLOGY|JUN 2017|2017|122|6||||1704|1713||10.1111/jam.13454|||0|0|0|0|0|0|0|0
Sexual reproduction of clonal dwarf shrubs in a forest-tundra ecotone|Manninen, Outi H.; Tolvanen, Anne||||PLANT ECOLOGY|JUN 2017|2017|218|6||||635|645||10.1007/s11258-017-0717-y|||0|0|0|0|0|0|0|0
Host heterogeneity affects both parasite transmission to and fitness on subsequent hosts|Stephenson, Jessica F.; Young, Kyle A.; Fox, Jordan; Jokela, Jukka; Cable, Joanne; Perkins, Sarah E.||||PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|MAY 5 2017|2017|372|1719||||||20160093|10.1098/rstb.2016.0093|||2|1|0|0|0|0|0|2
Soil humidity, potential solar radiation and altitude affect boreal beetle assemblages in dead wood|Johansson, Therese; Gibb, Heloise; Hjalten, Joakim; Dynesius, Mats||||BIOLOGICAL CONSERVATION|MAY 2017|2017|209|||||107|118||10.1016/j.biocon.2017.02.004|||0|0|0|0|0|0|0|0
Habitat features act as unidirectional and dynamic filters to bat use of production landscapes|Burgar, Joanna M.; Stokes, Vicki L.; Craig, Michael D.||||BIOLOGICAL CONSERVATION|MAY 2017|2017|209|||||280|288||10.1016/j.biocon.2017.02.024|||0|0|0|0|0|0|0|0
Experimental assessment of circle vs. J hook performance and selectivity in the northern Gulf of Mexico recreational reef fish fishery|Garner, Steven B.; Patterson, William F., III; Porch, Clay E.||||ICES JOURNAL OF MARINE SCIENCE|MAY-JUN 2017|2017|74|5||||1437|1447||10.1093/icesjms/fsx001|||0|0|0|0|0|0|0|0
Incorporating accessibility limitation into the surplus production model|Nakayama, Shin-Ichiro; Akimoto, Seiji; Ichinokawa, Momoko; Okamura, Hiroshi||||FISHERIES SCIENCE|MAY 2017|2017|83|3||||353|365||10.1007/s12562-017-1078-0|||0|0|0|0|0|0|0|0
Effect of habitat type and soil moisture on pupal stage of a Mediterranean forest pest (Thaumetopoea pityocampa)|Torres-Muros, Lucia; Hodar, Jose A.; Zamora, Regino||||AGRICULTURAL AND FOREST ENTOMOLOGY|MAY 2017|2017|19|2||||130|138||10.1111/afe.12188|||1|0.5|0|0|0|0|0|1
Contextual variation in the alarm call responses of dwarf mongooses, Helogale parvula|Kern, Julie M.; Laker, Philippa R.; Radford, Andrew N.||||ANIMAL BEHAVIOUR|MAY 2017|2017|127|||||43|51||10.1016/j.anbehav.2017.03.002|||1|0.5|0|0|0|0|0|1
Reproductive biology of Haemulon plumierii in the south-western Atlantic Ocean's most extensive reefs: implications for fisheries management|Hoffmann, G. C. S.; Freitas, M. O.; Moura, R. L.; Previero, M.; Abilhoa, V.||||JOURNAL OF FISH BIOLOGY|MAY 2017|2017|90|5||||2111|2124||10.1111/jfb.13293|||0|0|0|0|0|0|0|0
BONE LOSS FROM CARCASSES IN MEDITERRANEAN ECOSYSTEMS|Bernaldez-Sanchez, Eloisa; Garcia-Vinas, Esteban; Sanchez-Donoso, Ines; Leonard, Jennifer A.||||PALAIOS|MAY 2017|2017|32|5||||288|294||10.2110/palo.2016.047|||0|0|0|0|0|0|0|0
Manipulating propagule pressure to test the invasibility of subtidal marine habitats|Simkanin, Christina; Davidson, Ian C.; Therriault, Thomas W.; Jamieson, Glen; Dower, John F.||||BIOLOGICAL INVASIONS|MAY 2017|2017|19|5||||1565|1575||10.1007/s10530-017-1379-3|||1|0.5|0|0|0|0|0|1
Inference about regression parameters using highly stratified survey count data with over-dispersion and repeated measurements|Wang, S.; Cadigan, N. G.; Benoit, H. P.||||JOURNAL OF APPLIED STATISTICS|MAY 2017|2017|44|6||||1013|1030||10.1080/02664763.2016.1191622|||0|0|0|0|0|0|0|0
An evaluation of behavioural endpoints: The pharmaceutical pollutant fluoxetine decreases aggression across multiple contexts in round goby (Neogobius melanostomus)|McCallum, Erin S.; Bose, Aneesh P. H.; Warriner, Theresa R.; Balshine, Sigal||||CHEMOSPHERE|MAY 2017|2017|175|||||401|410||10.1016/j.chemosphere.2017.02.059|||2|1|0|0|0|0|0|2
Testing for local adaptation and evolutionary potential along altitudinal gradients in rainforest Drosophila: beyond laboratory estimates|O'Brien, Eleanor K.; Higgie, Megan; Reynolds, Alan; Hoffmann, Ary A.; Bridle, Jon R.||||GLOBAL CHANGE BIOLOGY|MAY 2017|2017|23|5||||1847|1860||10.1111/gcb.13553|||1|0.5|0|0|0|0|0|1
Long-term use of uneven-aged silviculture in mixed mountain Dinaric forests: a comparison of old-growth and managed stands|Adamic, Matevz; Diaci, Jurij; Rozman, Andrej; Hladnik, David||||FORESTRY|APR 2017|2017|90|2||||279|291||10.1093/forestry/cpw052|||1|0.5|0|0|0|0|0|1
Derivative-Based Global Sensitivity Analysis: Upper Bounding of Sensitivities in Seismic-Hazard Assessment Using Automatic Differentiation|Molkenthin, Christian; Scherbaum, Frank; Griewank, Andreas; Leovey, Hernan; Kucherenko, Sergei; Cotton, Fabrice||||BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA|APR 2017|2017|107|2||||984|1004||10.1785/0120160185|||0|0|0|0|0|0|0|0
Causes and consequences of intergroup conflict in cooperative banded mongooses|Thompson, Faye J.; Marshall, Harry H.; Vitikainen, Emma I. K.; Cant, Michael A.||||ANIMAL BEHAVIOUR|APR 2017|2017|126|||||31|40||10.1016/j.anbehav.2017.01.017|||2|1|0|0|0|0|0|2
Growth and annual survival estimates to examine the ecology of larval lamprey and the implications of ageing error in fitting models|Schultz, L. D.; Chasco, B. E.; Whitlock, S. L.; Meeuwig, M. H.; Schreck, C. B.||||JOURNAL OF FISH BIOLOGY|APR 2017|2017|90|4||||1305|1320||10.1111/jfb.13230|||0|0|0|0|0|0|0|0
The reproductive potential and importance of key management aspects for successful Calluna vulgaris rejuvenation on abandoned Continental heaths|Henning, Katrin; von Oheimb, Goddert; Haerdtle, Werner; Fichtner, Andreas; Tischew, Sabine||||ECOLOGY AND EVOLUTION|APR 2017|2017|7|7||||2091|2100||10.1002/ece3.2816|||0|0|0|0|0|0|0|0
Life-Space Mobility Change Predicts 6-Month Mortality|Kennedy, Richard E.; Sawyer, Patricia; Williams, Courtney P.; Lo, Alexander X.; Ritchie, Christine S.; Roth, David L.; Allman, Richard M.; Brown, Cynthia J.||||JOURNAL OF THE AMERICAN GERIATRICS SOCIETY|APR 2017|2017|65|4||||833|838||10.1111/jgs.14738|||0|0|0|0|0|0|0|0
A composite likelihood method for bivariate meta-analysis in diagnostic systematic reviews|Chen, Yong; Liu, Yulun; Ning, Jing; Nie, Lei; Zhu, Hongjian; Chu, Haitao||||STATISTICAL METHODS IN MEDICAL RESEARCH|APR 2017|2017|26|2||||914|930||10.1177/0962280214562146|||3|1.5|0|0|0|1|0|2
Nonnative fish stocking alters stream ecosystem nutrient dynamics|Alexiades, Alexander V.; Flecker, Alexander S.; Kraft, Clifford E.||||ECOLOGICAL APPLICATIONS|APR 2017|2017|27|3||||956|965||10.1002/eap.1498|||0|0|0|0|0|0|0|0
Moving beyond the plane: measuring 3D home ranges of juvenile salamanders with passive integrated transponder (PIT) tags|Ousterhout, Brittany H.; Burkhart, Jacob J.||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|APR 2017|2017|71|4||||||UNSP 59|10.1007/s00265-017-2284-6|||0|0|0|0|0|0|0|0
Density dependence and environmental factors affect population stability of an agricultural pest and its specialist parasitoid|Morgan, William H.; Thebault, Elisa; Seymour, Colleen L.; van Veen, F. J. Frank||||BIOCONTROL|APR 2017|2017|62|2||||175|184||10.1007/s10526-016-9777-5|||1|0.5|0|0|0|0|0|0
Optimising design and effort for environmental surveys using dung beetles (Coleoptera: Scarabaeidae)|Tocco, Claudia; Quinn, Danielle E. A.; Midgley, John M.; Villet, Martin H.||||CANADIAN ENTOMOLOGIST|APR 2017|2017|149|2||||214|226||10.4039/tce.2016.48|||0|0|0|0|0|0|0|0
A statistical approach to understanding reproductive isolation in two sympatric species of tree crickets|Bhattacharya, Monisha; Isvaran, Kavita; Balakrishnan, Rohini||||JOURNAL OF EXPERIMENTAL BIOLOGY|APR 1 2017|2017|220|7||||1222|1232||10.1242/jeb.146852|||0|0|0|0|0|0|0|0
Behavioral and physiological traits of migrant and resident whitecrowned sparrows: a common garden approach|Ramenofsky, Marilyn; Campion, Andrew W.; Perez, Jonathan H.; Krause, Jesse S.; Nemeth, Zoltan||||JOURNAL OF EXPERIMENTAL BIOLOGY|APR 1 2017|2017|220|7||||1330|1340||10.1242/jeb.148171|||1|0.5|0|0|0|0|0|1
The nose knows: linking sensory cue use, settlement decisions, and post-settlement survival in a temperate reef fish|Fobert, E. K.; Swearer, S. E.||||OECOLOGIA|APR 2017|2017|183|4||||1041|1051||10.1007/s00442-017-3843-2|||0|0|0|0|0|0|0|0
Coral reef grazer-benthos dynamics complicated by invasive algae in a small marine reserve|Stamoulis, Kostantinos A.; Friedlander, Alan M.; Meyer, Carl G.; Fernandez-Silva, Iria; Toonen, Robert J.||||SCIENTIFIC REPORTS|MAR 9 2017|2017|7|||||||43819|10.1038/srep43819|||1|0.5|0|0|0|0|0|0
Male risk-taking is related to number of mates in a polygynous bird|Habig, Bobby; Chiyo, Patrick I.; Lahti, David C.||||BEHAVIORAL ECOLOGY|MAR-APR 2017|2017|28|2||||541|548||10.1093/beheco/arw187|||0|0|0|0|0|0|0|0
Biotic interaction effects on seedling recruitment along bioclimatic gradients: testing the stress-gradient hypothesis|Klanderud, Kari; Meineri, Eric; Topper, Joachim; Michel, Pascale; Vandvik, Vigdis||||JOURNAL OF VEGETATION SCIENCE|MAR 2017|2017|28|2||||347|356||10.1111/jvs.12495|||1|0.5|0|0|0|0|0|1
Pinus contorta invasions increase wildfire fuel loads and may create a positive feedback with fire|Taylor, Kimberley T.; Maxwell, Bruce D.; McWethy, David B.; Pauchard, Anibal; Nunez, Martin A.; Whitlock, Cathy||||ECOLOGY|MAR 2017|2017|98|3||||678|687||10.1002/ecy.1673                                                                |||3|1.5|0|0|0|0|0|3
Four-trophic level food webs reveal the cascading impacts of an invasive plant targeted for biocontrol|Lopez-Nunez, Francisco A.; Heleno, Ruben H.; Ribeiro, Sergio; Marchante, Helia; Marchante, Elizabete||||ECOLOGY|MAR 2017|2017|98|3||||782|793||10.1002/ecy.1701|||1|0.5|0|0|0|0|0|1
Plant structural complexity and mechanical defenses mediate predator-prey interactions in an odonate-bird system|Grof-Tisza, Patrick; LoPresti, Eric; Heath, Sacha K.; Karban, Richard||||ECOLOGY AND EVOLUTION|MAR 2017|2017|7|5||||1650|1659||10.1002/ece3.2705|||1|0.5|0|0|0|0|0|1
Drivers of Setaria pumila (Poir.) Roem. et Schult growth and impact on forage quality in lowland Switzerland meadows|Orlandi, S.; Nucera, E.; Mosimann, E.; D'Adda, G.; Garzoli, D.; Bertossa, M.; Lonati, M.; Lombardi, G.||||GRASS AND FORAGE SCIENCE|MAR 2017|2017|72|1||||154|162||10.1111/gfs.12200|||0|0|0|0|0|0|0|0
Postbreeding Movements in Marbled Newts (Caudata, Salamandridae): A Comparative Radiotracking Study in Two Habitat Types|Trochet, Audrey; Le Chevalier, Hugo; Calvez, Olivier; Barthe, Laurent; Isselin-Nondedeu, Francis; Picard, Damien; Debelgarric, Melanie; Pegourie, Ninon; Rocher, Rozenn; Riberon, Alexandre||||HERPETOLOGICA|MAR 2017|2017|73|1||||1|9|||||2|1|0|0|0|0|0|2
Combining stock, multispecies, and ecosystem level fishery objectives within an operational management procedure: simulations to start the conversation|Gaichas, Sarah K.; Fogarty, Michael; Fay, Gavin; Gamble, Robert; Lucey, Sean; Smith, Laurel||||ICES JOURNAL OF MARINE SCIENCE|MAR 2017|2017|74|2||||552|565||10.1093/icesjms/fsw119|||1|0.5|0|0|0|0|0|1
Point-of-care universal screening for meticillin-resistant Staphylococcus aureus: a cluster-randomized cross-over trial|Wu, P. J.; Jeyaratnam, D.; Tosas, O.; Cooper, B. S.; French, G. L.||||JOURNAL OF HOSPITAL INFECTION|MAR 2017|2017|95|3||||245|252||10.1016/j.jhin.2016.08.017|||1|0.5|0|0|0|0|0|1
Mosquitoes of field and forest: the scale of habitat segregation in a diverse mosquito assemblage|Reiskind, M. H.; Griffin, R. H.; Janairo, M. S.; Hopperstad, K. A.||||MEDICAL AND VETERINARY ENTOMOLOGY|MAR 2017|2017|31|1||||44|54||10.1111/mve.12193|||0|0|0|0|0|0|0|0
Faster estimation of Bayesian models in ecology using Hamiltonian Monte Carlo|Monnahan, Cole C.; Thorson, James T.; Branch, Trevor A.||||METHODS IN ECOLOGY AND EVOLUTION|MAR 2017|2017|8|3||||339|348||10.1111/2041-210X.12681|||4|2|0|0|0|0|0|3
Dementia incidence trend over 1992-2014 in the Netherlands: Analysis of primary care data|van Bussell, Emma F.; Richard, Edo; Arts, Derk L.; Nooyens, Astrid C. J.; Coloma, Preciosa M.; de Waal, Margot W. M.; van den Akker, Marjan; Biermans, Marion C. J.; Nielen, Markus M. J.; van Boven, Kees; Smeets, Hugo; Matthews, Fiona E.; Brayne, Carol; Busschers, Wim B.; van Gool, Willem A.; van Charente, Eric P. Moll||||PLOS MEDICINE|MAR 2017|2017|14|3||||||e1002235|10.1371/journal.pmed.1002235|||5|2.5|0|0|0|0|0|5
In situ exposure to wastewater effluent reduces survival but has little effect on the behaviour or physiology of an invasive Great Lakes fish|McCallum, Erin S.; Du, Sherry N. N.; Vaseghi-Shanjani, Maryam; Choi, Jasmine A.; Warriner, Theresa R.; Sultana, Tamanna; Scott, Graham R.; Balshine, Sigal||||AQUATIC TOXICOLOGY|MAR 2017|2017|184|||||37|48||10.1016/j.aquatox.2016.12.017|||3|1.5|0|0|0|0|0|3
Does unreported catch lead to overfishing?|Rudd, Merrill B.; Branch, Trevor A.||||FISH AND FISHERIES|MAR 2017|2017|18|2||||313|323||10.1111/faf.12181|||3|1.5|0|0|0|0|0|3
No change in subordinate butterflyfish diets following removal of behaviourally dominant species|Blowes, Shane A.; Pratchett, Morgan S.; Connolly, Sean R.||||CORAL REEFS|MAR 2017|2017|36|1||||213|222||10.1007/s00338-016-1529-6|||0|0|0|0|0|0|0|0
Combining the Cohen-Fishman growth increment model with a Box-Cox transformation|Quinn, Terrance J.; Deriso, Richard B.; Ganz, Philip D.||||FISHERIES RESEARCH|MAR 2017|2017|187|||||11|21||10.1016/j.fishres.2016.11.001|||0|0|0|0|0|0|0|0
Floated cod pots with one entrance reduce probability of escape and increase catch rates compared with pots with two entrances|Jorgensen, Terje; Lokkeborg, Svein; Furevik, Dag; Humborstad, Odd-Borre; De Carlo, Francesco||||FISHERIES RESEARCH|MAR 2017|2017|187|||||41|46||10.1016/j.fishres.2016.10.016|||1|0.5|0|0|0|0|0|1
Does conspicuous colouration of Magpies Pica pica influence aggressive behaviour in nesting Great Reed Warblers Acrocephalus arundinaceus?|Trnka, Alfred; Pozgayova, Milica||||BIRD STUDY|FEB 24 2017|2017|64|1||||108|111||10.1080/00063657.2016.1273878|||0|0|0|0|0|0|0|0
Bayesian stock assessment of Pacific herring in Prince William Sound, Alaska|Muradian, Melissa L.; Branch, Trevor A.; Moffitt, Steven D.; Hulson, Peter-John F.||||PLOS ONE|FEB 21 2017|2017|12|2||||||e72153|10.1371/journal.pone.0172153|||0|0|0|0|0|0|0|0
Spatiotemporal modelling of marine movement data using Template Model Builder (TMB)|Auger-Methe, Marie; Albertsen, Christoffer M.; Jonsen, Ian D.; Derocher, Andrew E.; Lidgard, Damian C.; Studholme, Katharine R.; Bowen, W. Don; Crossin, Glenn T.; Flemming, Joanna Mills||||MARINE ECOLOGY PROGRESS SERIES|FEB 17 2017|2017|565|||||237|249||10.3354/meps12019|||1|0.5|0|0|0|0|0|1
Local resources, linear elements and mass-flowering crops determine bumblebee occurrences in moderately intensified farmlands|Kallioniemi, Eveliina; Astrom, Jens; Rusch, Graciela M.; Dahle, Sondre; Astrom, Sandra; Gjershaug, Jan Ove||||AGRICULTURE ECOSYSTEMS & ENVIRONMENT|FEB 15 2017|2017|239|||||90|100||10.1016/j.agee.2016.12.039|||2|1|0|0|0|0|0|2
