#For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#Timespan=All years. Indexes=SCI-EXPANDED, ESCI, A&HCI, SSCI.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019
Use of likelihood profiling over a global scaling parameter to structure the population dynamics model: An example using blue marlin in the Pacific Ocean|Lee, Hui-Hua; Piner, Kevin R.; Methot, Richard D., Jr.; Maunder, Mark N.||||FISHERIES RESEARCH|OCT 2014|2014|158||||SI|138|146||10.1016/j.fishres.2013.12.017|||18|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|2|7|2|0
Niche differentiation in Meta bourneti and M-menardi (Araneae, Tetragnathidae) with notes on the life history|Mammola, Stefano; Isaia, Marco||||INTERNATIONAL JOURNAL OF SPELEOLOGY|SEP 2014|2014|43|3||||343|353||10.5038/1827-806X.43.3.11|||18|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|4|7|0
Determining Individual Variation in Growth and Its Implication for Life-History and Population Processes Using the Empirical Bayes Method|Vincenzi, Simone; Mangel, Marc; Crivelli, Alain J.; Munch, Stephan; Skaug, Hans J.||||PLOS COMPUTATIONAL BIOLOGY|SEP 2014|2014|10|9||||||e1003828|10.1371/journal.pcbi.1003828|||18|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|4|7|1
Movement models provide insights into variation in the foraging effort of central place foragers|Boyd, Charlotte; Punt, Andre E.; Weimerskirch, Henri; Bertrand, Sophie||||ECOLOGICAL MODELLING|AUG 24 2014|2014|286|||||13|25||10.1016/j.ecolmodel.2014.03.015|||18|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|9|1
Combining global climate and regional landscape models to improve prediction of invasion risk|Kelly, Ruth; Leach, Katie; Cameron, Alison; Maggs, Christine A.; Reid, Neil||||DIVERSITY AND DISTRIBUTIONS|AUG 2014|2014|20|8||||884|894||10.1111/ddi.12194|||18|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|3|5|5|1
Grazing history influences biodiversity: a case study on ground-dwelling arachnids (Arachnida: Araneae, Opiliones) in the Natural Park of Alpi Marittime (NW Italy)|Paschetta, Mauro; La Morgia, Valentina; Masante, Dario; Negro, Matteo; Rolando, Antonio; Isaia, Marco||||JOURNAL OF INSECT CONSERVATION|APR 2013|2013|17|2||||339|356||10.1007/s10841-012-9515-y|||18|2.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|8|3|1|2|0
An Age-Structured Integrated Assessment of Chinook Salmon Population Dynamics in Lake Huron's Main Basin since 1968|Brenden, Travis O.; Bence, James R.; Szalai, Emily B.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|2012|2012|141|4||||919|933||10.1080/00028487.2012.675910|||18|2.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|3|4|3|2|1
State-space models' dirty little secrets: even simple linear Gaussian models can have estimation problems|Auger-Methe, Marie; Field, Chris; Albertsen, Christoffer M.; Derocher, Andrew E.; Lewis, Mark A.; Jonsen, Ian D.; Flemming, Joanna Mills||||SCIENTIFIC REPORTS|MAY 25 2016|2016|6|||||||26677|10.1038/srep26677|||17|4.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|8|4
Host plant quality mediates competition between arbuscular mycorrhizal fungi|Knegt, Bram; Jansa, Jan; Franken, Oscar; Engelmoer, Daniel J. P.; Werner, Gijsbert D. A.; Buecking, Heike; Kiers, E. Toby||||FUNGAL ECOLOGY|APR 2016|2016|20|||||233|240||10.1016/j.funeco.2014.09.011|||17|4.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|4|7|1
Drivers of plant invasion vary globally: evidence from pine invasions within six ecoregions|Taylor, Kimberley T.; Maxwell, Bruce D.; Pauchard, Anibal; Nunez, Martin A.; Peltzer, Duane A.; Terwei, Andre; Rew, Lisa J.||||GLOBAL ECOLOGY AND BIOGEOGRAPHY|JAN 2016|2016|25|1||||96|106||10.1111/geb.12391|||17|4.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|6|5|1
Predictive modelling of habitat selection by marine predators with respect to the abundance and depth distribution of pelagic prey|Boyd, Charlotte; Castillo, Ramiro; Hunt, George L., Jr.; Punt, Andre E.; VanBlaricom, Glenn R.; Weimerskirch, Henri; Bertrand, Sophie||||JOURNAL OF ANIMAL ECOLOGY|NOV 2015|2015|84|6||||1575|1588||10.1111/1365-2656.12409|||17|3.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|9|4|0
An evaluation of alternative assessment approaches for intermixing fish populations: a case study with Great Lakes lake whitefish|Li, Yang; Bence, James R.; Brenden, Travis O.||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||70|81||10.1093/icesjms/fsu057|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|17|3.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|6|3|0
Demonstration of a spatially explicit, tag-integrated stock assessment model with application to three interconnected stocks of yellowtail flounder off of New England|Goethel, Daniel R.; Legault, Christopher M.; Cadrin, Steven X.||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||164|177||10.1093/icesjms/fsu014|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|17|3.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|4|6|2|0
Random effect estimation of time-varying factors in Stock Synthesis|Thorson, James T.; Hicks, Allan C.; Methot, Richard D.||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||178|185||10.1093/icesjms/fst211|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|17|3.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|6|4|2|0
Model to manage and reduce crown-of-thorns starfish outbreaks|Morello, Elisabetta B.; Plaganyi, Eva E.; Babcock, Russell C.; Sweatman, Hugh; Hillary, Richard; Punt, Andre E.||||MARINE ECOLOGY PROGRESS SERIES|OCT 9 2014|2014|512|||||167|183||10.3354/meps10858|||17|2.83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|6|6|2|0
Predators of the destructive sea urchin Strongylocentrotus droebachiensis on the Norwegian coast|Fagerli, Camilla With; Norderhaug, Kjell Magnus; Christie, Hartvig; Pedersen, Morten Foldager; Fredriksen, Stein||||MARINE ECOLOGY PROGRESS SERIES|2014|2014|502|||||207|218||10.3354/meps10701|||17|2.83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|5|2|3|0
A comparison of stock assessment uncertainty estimates using maximum likelihood and Bayesian methods implemented with the same model framework|Stewart, Ian J.; Hicks, Allan C.; Taylor, Ian G.; Thorson, James T.; Wetzel, Chantell; Kupschus, Sven||||FISHERIES RESEARCH|MAY 2013|2013|142||||SI|37|46||10.1016/j.fishres.2012.07.003|||17|2.43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|3|5|2|3|0
Patterns and correlates of claims for brown bear damage on a continental scale|Bautista, Carlos; Naves, Javier; Revilla, Eloy; Fernandez, Nestor; Albrecht, Jorg; Scharf, Anne K.; Rigg, Robin; Karamanlidis, Alexandros A.; Jerina, Klemen; Huber, Djuro; Palazon, Santiago; Kont, Raido; Ciucci, Paolo; Groff, Claudio; Dutsov, Aleksandar; Seijas, Juan; Quenette, Pierre-Ives; Olszanska, Agnieszka; Shkvyria, Maryna; Adamec, Michal; Ozolins, Janis; Jonozovic, Marko; Selva, Nuria||||JOURNAL OF APPLIED ECOLOGY|FEB 2017|2017|54|1||||282|292||10.1111/1365-2664.12708|||16|5.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|5|0
Seasonal mortality and sequential density dependence in a migratory bird|Rakhimberdiev, Eldar; van den Hout, Piet J.; Brugge, Maarten; Spaans, Bernard; Piersma, Theunis||||JOURNAL OF AVIAN BIOLOGY|JUL 2015|2015|46|4||||332|341||10.1111/jav.00701|||16|3.2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|7|3|0
Loss of adaptive variation during evolutionary responses to climate change|Buckley, James; Bridle, Jon R.||||ECOLOGY LETTERS|OCT 2014|2014|17|10||||1316|1325||10.1111/ele.12340|||16|2.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|3|5|0
The effects of cannabis use expectancies on self-initiated cannabis cessation|Boden, Matthew Tyler; McKay, James R.; Long, W. Robert; Bonn-Miller, Marcel O.||||ADDICTION|SEP 2013|2013|108|9||||1649|1657||10.1111/add.12233|||16|2.29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|3|6|0|1
Assessing stock reproductive potential in species with indeterminate fecundity: Effects of age truncation and size-dependent reproductive timing|Cooper, Wade T.; Barbieri, Luiz R.; Murphy, Michael D.; Lowerre-Barbieri, Susan K.||||FISHERIES RESEARCH|FEB 2013|2013|138||||SI|31|41||10.1016/j.fishres.2012.05.016|||16|2.29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|5|2|3|1|1
Migratory response of polar bears to sea ice loss: to swim or not to swim|Pilfold, Nicholas W.; McCall, Alysa; Derocher, Andrew E.; Lunn, Nicholas J.; Richardson, Evan||||ECOGRAPHY|JAN 2017|2017|40|1||||189|199||10.1111/ecog.02109|||15|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|8|0
Increasing outdoor host-seeking in Anopheles gambiae over 6 years of vector control on Bioko Island|Meyers, Jacob I.; Pathikonda, Sharmila; Popkin-Hall, Zachary R.; Medeiros, Matthew C.; Fuseini, Godwin; Matias, Abrahan; Garcia, Guillermo; Overgaard, Hans J.; Kulkarni, Vani; Reddy, Vamsi P.; Schwabe, Christopher; Lines, Jo; Kleinschmidt, Immo; Slotman, Michel A.||||MALARIA JOURNAL|APR 26 2016|2016|15|||||||239|10.1186/s12936-016-1286-6|||15|3.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|6|2
The Processing of Human Emotional Faces by Pet and Lab Dogs: Evidence for Lateralization and Experience Effects|Barber, Anjuli L. A.; Randi, Dania; Mueller, Corsin A.; Huber, Ludwig||||PLOS ONE|APR 13 2016|2016|11|4||||||e0152393|10.1371/journal.pone.0152393|||15|3.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|8|2
Woodland recovery following drought-induced tree mortality across an environmental stress gradient|Redmond, Miranda D.; Cobb, Neil S.; Clifford, Michael J.; Barger, Nichole N.||||GLOBAL CHANGE BIOLOGY|OCT 2015|2015|21|10||||3685|3695||10.1111/gcb.12976|||15|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|5|1
Quantifying the projected impact of the South African sardine fishery on the Robben Island penguin colony|Robinson, William M. L.; Butterworth, Douglas S.; Plaganyi, Eva E.||||ICES JOURNAL OF MARINE SCIENCE|JUL-AUG 2015|2015|72|6||||1822|1833||10.1093/icesjms/fsv035|||15|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|5|4|1
Estimating individual animal movement from observation networks|Pedersen, Martin W.; Weng, Kevin C.||||METHODS IN ECOLOGY AND EVOLUTION|OCT 2013|2013|4|10||||920|929||10.1111/2041-210X.12086|||15|2.14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|2|2|4|0
Programming With Models: Writing Statistical Algorithms for General Model Structures With NIMBLE|de Valpine, Perry; Turek, Daniel; Paciorek, Christopher J.; Anderson-Bergman, Clifford; Lang, Duncan Temple; Bodik, Rastislav||||JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS|2017|2017|26|2||||403|413||10.1080/10618600.2016.1172487|||14|4.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|11|0
Genomic Consequences of Population Decline in the Endangered Florida Scrub-Jay|Chen, Nancy; Cosgrove, Elissa J.; Bowman, Reed; Fitzpatrick, John W.; Clark, Andrew G.||||CURRENT BIOLOGY|NOV 7 2016|2016|26|21||||2974|2979||10.1016/j.cub.2016.08.062|||14|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|8|3
The long-term effects of invasive signal crayfish (Pacifastacus leniusculus) on instream macroinvertebrate communities|Mathers, Kate L.; Chadd, Richard P.; Dunbar, Michael J.; Extence, Chris A.; Reeds, Jake; Rice, Stephen P.; Wood, Paul J.||||SCIENCE OF THE TOTAL ENVIRONMENT|JUN 15 2016|2016|556|||||207|218||10.1016/j.scitotenv.2016.01.215|||14|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|6|2
Fitness consequences of artificial selection on relative male genital size|Booksmythe, Isobel; Head, Megan L.; Keogh, J. Scott; Jennions, Michael D.||||NATURE COMMUNICATIONS|MAY 2016|2016|7|||||||11597|10.1038/ncomms11597|||14|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|5|1
More effective drugs lead to harder selective sweeps in the evolution of drug resistance in HIV-1|Feder, Alison F.; Rhee, Soo-Yon; Holmes, Susan P.; Shafer, Robert W.; Petrov, Dmitri A.; Pennings, Pleuni S.||||ELIFE|FEB 14 2016|2016|5|||||||e10670|10.7554/eLife.10670|||14|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|6|1
Sea turtles return home after intentional displacement from coastal foraging areas|Shimada, Takahiro; Limpus, Colin; Jones, Rhondda; Hazel, Julia; Groom, Rachel; Hamann, Mark||||MARINE BIOLOGY|JAN 2016|2016|163|1||||||8|10.1007/s00227-015-2771-0|||14|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|6|2|3
Choosing a healthy mate: sexually attractive traits as reliable indicators of current disease status in house mice|Lopes, Patricia C.; Konig, Barbara||||ANIMAL BEHAVIOUR|JAN 2016|2016|111|||||119|126||10.1016/j.anbehav.2015.10.011|||14|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|5|3
Personality and Affinities Play a Key Role in the Organisation of Collective Movements in a Group of Domestic Horses|Briard, Lea; Dorn, Camille; Petit, Odile||||ETHOLOGY|SEP 2015|2015|121|9||||888|902||10.1111/eth.12402|||14|2.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|8|1|2
Long-term effects of an offshore wind farm in the North Sea on fish communities|Stenberg, C.; Stottrup, J. G.; van Deurs, M.; Berg, C. W.; Dinesen, G. E.; Mosegaard, H.; Grome, T. M.; Leonhard, S. B.||||MARINE ECOLOGY PROGRESS SERIES|MAY 28 2015|2015|528|||||257|265||10.3354/meps11261|||14|2.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|5|1
The Behavioural Response of Humpback Whales (Megaptera novaeangliae) to a 20 Cubic Inch Air Gun|Dunlop, Rebecca A.; Noad, Michael J.; McCauley, Robert D.; Kniest, Eric; Paton, David; Cato, Douglas H.||||AQUATIC MAMMALS|2015|2015|41|4||||412|433||10.1578/AM.41.4.2015.412|||14|2.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|5|0
Assessing the South African sardine resource: two stocks rather than one?|de Moor, C. L.; Butterworth, D. S.||||AFRICAN JOURNAL OF MARINE SCIENCE|2015|2015|37|1||||41|51||10.2989/1814232X.2015.1009166|||14|2.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|4|2|1
Interspecific aggression, not interspecific mating, drives character displacement in the wing coloration of male rubyspot damselflies (Hetaerina)|Drury, J. P.; Grether, G. F.||||PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|DEC 7 2014|2014|281|1796||||||20141737|10.1098/rspb.2014.1737|||14|2.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|5|5|0
DOES RELIGIOUSNESS INCREASE SELF-CONTROL AND REDUCE CRIMINAL BEHAVIOR? A Longitudinal Analysis of Adolescent Offenders|Pirutinsky, Steven||||CRIMINAL JUSTICE AND BEHAVIOR|NOV 2014|2014|41|11||||1290|1307||10.1177/0093854814531962|||14|2.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|5|4|1
Incorporating individual variability into mark-recapture models|Ford, Jessica H.; Bravington, Mark V.; Robbins, Jooke||||METHODS IN ECOLOGY AND EVOLUTION|DEC 2012|2012|3|6||||1047|1054||10.1111/j.2041-210X.2012.00243.x|||14|1.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|3|2|3|0
Estimating growth within size-structured fishery stock assessments: What is the state of the art and what does the future look like?|Punt, Andre E.; Haddon, Malcolm; McGarvey, Richard||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|147|160||10.1016/j.fishres.2014.11.007|||13|3.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|2|5|1
Restoration of sub-alpine shrub-encroached grasslands through pastoral practices: effects on vegetation structure and botanical composition|Pittarello, Marco; Probo, Massimiliano; Lonati, Michele; Lombardi, Giampiero||||APPLIED VEGETATION SCIENCE|JUL 2016|2016|19|3||||381|390||10.1111/avsc.12222|||13|3.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|7|3|0
Risk assessment of radioisotope contamination for aquatic living resources in and around Japan|Okamura, Hiroshi; Ikeda, Shiro; Morita, Takami; Eguchi, Shinto||||PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA|APR 5 2016|2016|113|14||||3838|3843||10.1073/pnas.1519792113|||13|3.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|4|0
Direct and indirect genetic effects of sex-specific mitonuclear epistasis on reproductive ageing|Immonen, E.; Collet, M.; Goenaga, J.; Arnqvist, G.||||HEREDITY|MAR 2016|2016|116|3||||329|338||10.1038/hdy.2015.112|||13|3.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|5|0
Not just for males: females use song against male and female rivals in a temperate zone songbird|Krieg, Cara A.; Getty, Thomas||||ANIMAL BEHAVIOUR|MAR 2016|2016|113|||||39|47||10.1016/j.anbehav.2015.12.019|||13|3.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|8|2
Reproductive responses of temperate and boreal Tengmalm's Owl Aegolius funereus populations to spatial and temporal variation in prey availability|Zarybnicka, Marketa; Sedlacek, Ondrej; Salo, Palvi; Stastny, Karel; Korpimaki, Erkki||||IBIS|APR 2015|2015|157|2||||369|383||10.1111/ibi.12244|||13|2.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|5|0|1
Improved growth estimates from integrated analysis of direct aging and tag-recapture data: An illustration with bigeye tuna (Thunnus obesus) of the eastern Pacific Ocean with implications for management|Aires-da-Silva, Alexandre M.; Maunder, Mark N.; Schaefer, Kurt M.; Fuller, Daniel W.||||FISHERIES RESEARCH|MAR 2015|2015|163||||SI|119|126||10.1016/j.fishres.2014.04.001|||13|2.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|4|1|0
Broad-scale geographic variation in the organization of rocky intertidal communities in the Gulf of Maine|Bryson, Elizabeth S.; Trussell, Geoffrey C.; Ewanchuk, Patrick J.||||ECOLOGICAL MONOGRAPHS|NOV 2014|2014|84|4||||579|597||10.1890/13-1106.1|||13|2.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|7|3|0
Changes in the Salmonine Community of Lake Michigan and Their Implications for Predator-Prey Balance|Tsehaye, Iyob; Jones, Michael L.; Brenden, Travis O.; Bence, James R.; Claramunt, Randall M.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|MAR 1 2014|2014|143|2||||420|437||10.1080/00028487.2013.862176|||13|2.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|1|4|0
Carbon sink strength of a Mediterranean cork oak understorey: how do semi-deciduous and evergreen shrubs face summer drought?|Correia, A. C.; Costa e Silva, F.; Correia, A. V.; Hussain, M. Z.; Rodrigues, A. D.; David, J. S.; Pereira, J. S.||||JOURNAL OF VEGETATION SCIENCE|MAR 2014|2014|25|2||||411|426||10.1111/jvs.12102|||13|2.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|8|2|1|0
Integration of Auxiliary Information in Statistical Catch-at-Age (SCA) Analysis of the Saginaw Bay Stock of Walleye in Lake Huron|Fielder, David G.; Bence, James R.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|2014|2014|34|5||||970|987||10.1080/02755947.2014.938141|||13|2.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|3|0
The effect of resveratrol in combination with irradiation and chemotherapy Study using Merkel cell carcinoma cell lines|Heiduschka, G.; Lill, C.; Seemann, R.; Brunner, M.; Schmid, R.; Houben, R.; Bigenzahn, J.; Thurnher, D.||||STRAHLENTHERAPIE UND ONKOLOGIE|JAN 2014|2014|190|1||||75|80||10.1007/s00066-013-0445-8|||13|2.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|1|2|0
A stock-recruitment relationship based on pre-recruit survival, illustrated with application to spiny dogfish shark|Taylor, Ian G.; Gertseva, Vladlena; Methot, Richard D., Jr.; Maunder, Mark N.||||FISHERIES RESEARCH|MAY 2013|2013|142||||SI|15|21||10.1016/j.fishres.2012.04.018|||13|1.86|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|0|2|4|2|0
Control rule performance for intermixing lake whitefish populations in the 1836 Treaty waters of the Great Lakes: A simulation-based evaluation|Molton, Kyle J.; Brenden, Travis O.; Bence, James R.||||JOURNAL OF GREAT LAKES RESEARCH|DEC 2012|2012|38|4||||686|698||10.1016/j.jglr.2012.09.014|||13|1.63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|3|2|2|0
Dynamic Norms Promote Sustainable Behavior, Even if It Is Counternormative|Sparkman, Gregg; Walton, Gregory M.||||PSYCHOLOGICAL SCIENCE|NOV 2017|2017|28|11||||1663|1674||10.1177/0956797617719950|||12|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|4
Global loss of avian evolutionary uniqueness in urban areas|Diego Ibanez-Alamo, Juan; Rubio, Enrique; Benedetti, Yanina; Morelli, Federico||||GLOBAL CHANGE BIOLOGY|AUG 2017|2017|23|8||||2990|2998||10.1111/gcb.13567|||12|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|9|1
